                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    100,                 1.3444,                 1.2816,                 1.9567,                  0.857,                0.84536,                0.91861,                0.71277,                 0.8559,                 1.0326,                 1.6047,              0.0010298,              0.0010298,              0.0010298
                    101,                 1.2933,                 1.2962,                 1.9436,                0.82091,                0.86598,                 0.8995,                0.69343,                0.89354,                 1.0665,                 1.6216,              0.0010199,              0.0010199,              0.0010199
                    102,                 1.1812,                 1.2074,                  1.806,                0.93509,                 0.8911,                0.92412,                0.71148,                0.86815,                 1.0267,                 1.5742,                0.00101,                0.00101,                0.00101
                    103,                 1.2472,                  1.191,                 1.8065,                0.86334,                0.92784,                0.89179,                0.67934,                0.82058,                0.97957,                 1.5335,              0.0010001,              0.0010001,              0.0010001
                    104,                 1.2515,                 1.2315,                  1.853,                0.79358,                0.81443,                0.80113,                0.60308,                0.83294,                 1.1246,                 1.5997,              0.0009902,              0.0009902,              0.0009902
                    105,                 1.2408,                 1.1043,                 1.8672,                0.80898,                0.78592,                0.78218,                0.59103,                0.85025,                 1.1974,                 1.6502,              0.0009803,              0.0009803,              0.0009803
                    106,                  1.165,                 1.2977,                 1.7659,                  0.807,                0.68971,                0.80333,                0.60174,                0.86691,                 1.2553,                 1.7357,              0.0009704,              0.0009704,              0.0009704
                    107,                 1.1717,                 1.1651,                 1.8319,                0.85614,                0.67494,                0.83695,                0.63935,                0.89155,                 1.2897,                 1.7692,              0.0009605,              0.0009605,              0.0009605
                    108,                 1.1777,                 1.2078,                 1.7799,                0.90617,                0.86598,                0.91573,                0.71659,                0.83057,                0.96903,                 1.6396,              0.0009506,              0.0009506,              0.0009506
                    109,                  1.145,                 1.0678,                 1.7746,                0.93714,                0.92226,                 0.9596,                0.76036,                0.85022,                0.91697,                 1.6138,              0.0009407,              0.0009407,              0.0009407
                    110,                 1.0976,                 1.1239,                 1.7536,                0.90912,                0.92815,                0.96788,                0.74309,                0.94799,                0.98016,                 1.6631,              0.0009308,              0.0009308,              0.0009308
                    111,                  1.245,                 1.3614,                 1.9316,                0.94686,                0.89691,                0.97869,                0.75185,                0.93609,                0.97851,                 1.6299,              0.0009209,              0.0009209,              0.0009209
                    112,                 1.1949,                 1.1552,                 1.8353,                0.93015,                0.96098,                0.98471,                0.74935,                0.96968,                0.94423,                 1.6226,               0.000911,               0.000911,               0.000911
                    113,                 1.1485,                  1.167,                 1.7885,                0.95723,                0.92297,                0.96829,                0.73342,                0.98524,                0.96276,                 1.6545,              0.0009011,              0.0009011,              0.0009011
                    114,                  1.105,                 1.0374,                 1.7108,                0.79902,                0.90169,                0.91742,                0.68629,                 1.0414,                  1.087,                 1.7696,              0.0008912,              0.0008912,              0.0008912
                    115,                 1.2998,                 1.2227,                 1.9621,                0.76429,                0.83571,                0.88409,                0.68353,                0.90764,                 1.0941,                 1.6441,              0.0008813,              0.0008813,              0.0008813
                    116,                 0.9902,                 1.0606,                 1.6776,                0.78253,                0.87629,                0.89597,                0.72155,                0.78676,                 1.0126,                 1.5101,              0.0008714,              0.0008714,              0.0008714
                    117,                  1.146,                 1.3174,                 1.7358,                0.88938,                0.92784,                0.94574,                0.76674,                 0.7978,                0.89253,                 1.4945,              0.0008615,              0.0008615,              0.0008615
                    118,                 1.0241,                 1.0116,                 1.7439,                0.93524,                0.89337,                0.93432,                  0.728,                 0.9026,                0.90613,                 1.5759,              0.0008516,              0.0008516,              0.0008516
                    119,                 1.0727,                  1.056,                 1.7072,                0.93305,                0.86212,                0.93679,                0.69113,                0.95247,                 1.0151,                 1.6555,              0.0008417,              0.0008417,              0.0008417
                    120,                   1.24,                 1.2268,                 1.7393,                0.90042,                0.93814,                0.95206,                0.73657,                0.98203,                0.94349,                 1.6512,              0.0008318,              0.0008318,              0.0008318
                    121,                 1.1362,                 1.2126,                 1.8189,                0.92253,                0.85937,                0.94301,                0.74351,                0.96077,                0.90467,                  1.609,              0.0008219,              0.0008219,              0.0008219
                    122,                 1.0649,                 1.0124,                 1.7042,                0.92611,                0.90722,                0.94958,                0.78289,                0.85293,                0.80203,                 1.4887,               0.000812,               0.000812,               0.000812
                    123,                   1.05,                 1.0188,                 1.6573,                0.89082,                0.92527,                0.92896,                0.76706,                 0.7238,                0.81554,                 1.4632,              0.0008021,              0.0008021,              0.0008021
                    124,                 1.0369,                0.99379,                 1.6531,                0.84066,                0.94845,                0.91448,                0.76376,                0.68365,                0.84551,                 1.4365,              0.0007922,              0.0007922,              0.0007922
                    125,                 1.0548,                 1.0515,                 1.7091,                0.82323,                0.92784,                0.91896,                0.75042,                0.69019,                0.88723,                 1.4417,              0.0007823,              0.0007823,              0.0007823
                    126,                 1.0004,                 1.0657,                 1.6964,                0.90926,                0.92973,                0.96127,                0.78369,                0.68796,                0.86707,                 1.4285,              0.0007724,              0.0007724,              0.0007724
                    127,                 1.1724,                 0.9837,                 1.7965,                0.88139,                0.91935,                 0.9613,                0.78918,                0.67208,                0.85275,                 1.4158,              0.0007625,              0.0007625,              0.0007625
                    128,                 1.0118,                0.95347,                 1.5979,                0.89814,                0.89691,                0.94145,                0.77507,                0.71889,                 0.8504,                 1.4303,              0.0007526,              0.0007526,              0.0007526
                    129,                 0.9454,                 1.1357,                 1.5939,                0.87817,                0.89179,                0.93447,                0.77147,                0.71432,                0.84862,                 1.4501,              0.0007427,              0.0007427,              0.0007427
                    130,                  1.151,                  1.018,                  1.698,                0.83557,                0.89062,                0.91698,                0.76771,                0.71516,                0.85963,                 1.4643,              0.0007328,              0.0007328,              0.0007328
                    131,                0.93703,                0.93429,                 1.5639,                0.84737,                0.94845,                0.94385,                0.78645,                0.71936,                0.82957,                 1.4882,              0.0007229,              0.0007229,              0.0007229
                    132,                  1.042,                0.91593,                 1.6836,                0.89339,                0.96907,                0.96481,                0.80107,                0.71949,                0.79823,                 1.4351,               0.000713,               0.000713,               0.000713
                    133,                 1.1924,                 1.0576,                 1.7724,                0.90134,                0.94186,                 0.9657,                0.79739,                0.74294,                0.80696,                  1.426,              0.0007031,              0.0007031,              0.0007031
                    134,                 1.0189,                0.91668,                 1.6941,                0.89053,                0.94845,                0.94171,                0.76338,                0.80961,                0.92034,                 1.4442,              0.0006932,              0.0006932,              0.0006932
                    135,                 1.0453,                0.91984,                 1.6289,                 0.8645,                0.86598,                0.89783,                0.69362,                0.94467,                 1.0602,                 1.6001,              0.0006833,              0.0006833,              0.0006833
                    136,                 1.0074,                0.87421,                 1.6195,                 0.8484,                0.82474,                0.86529,                0.68411,                0.81452,                 1.0087,                 1.4844,              0.0006734,              0.0006734,              0.0006734
                    137,                0.93825,                0.80165,                 1.5238,                0.83048,                 0.8586,                0.88902,                0.72822,                0.74026,                0.90963,                 1.4269,              0.0006635,              0.0006635,              0.0006635
                    138,                 1.0651,                 1.4743,                 1.7623,                 0.8932,                0.94838,                0.93754,                0.80228,                0.67172,                0.76299,                   1.36,              0.0006536,              0.0006536,              0.0006536
                    139,                 0.9958,                0.87446,                 1.5784,                0.96712,                0.90964,                0.97801,                0.81681,                0.70942,                0.72851,                 1.3691,              0.0006437,              0.0006437,              0.0006437
                    140,                 1.2929,                 1.3784,                 1.8643,                0.95869,                0.95699,                0.97805,                0.82526,                0.69329,                0.73575,                 1.3615,              0.0006338,              0.0006338,              0.0006338
                    141,                0.95972,                0.89744,                 1.5824,                 0.9595,                0.97701,                0.97679,                0.83072,                 0.6604,                0.72512,                 1.3418,              0.0006239,              0.0006239,              0.0006239
                    142,                0.91917,                 0.8774,                 1.5682,                0.95825,                0.94639,                 0.9767,                0.84941,                0.63249,                 0.7234,                 1.3189,               0.000614,               0.000614,               0.000614
                    143,                 1.0004,                 0.8899,                 1.6006,                0.93923,                0.95602,                0.96258,                0.82408,                0.70752,                 0.7763,                 1.3544,              0.0006041,              0.0006041,              0.0006041
                    144,                 1.0804,                 1.0022,                  1.757,                0.92825,                0.93363,                 0.9528,                0.79311,                 0.7883,                0.77288,                 1.3825,              0.0005942,              0.0005942,              0.0005942
                    145,                 1.0822,                 1.3983,                 1.8403,                0.91155,                0.95625,                0.95118,                0.78221,                0.78672,                0.79671,                 1.3834,              0.0005843,              0.0005843,              0.0005843
                    146,                0.88324,                0.84899,                 1.5385,                 0.8593,                0.91753,                0.96157,                0.76499,                0.78756,                0.83282,                 1.3799,              0.0005744,              0.0005744,              0.0005744
                    147,                0.84037,                0.90959,                 1.4567,                0.89697,                0.90722,                0.96183,                0.77744,                0.80055,                0.87064,                 1.3527,              0.0005645,              0.0005645,              0.0005645
                    148,                 1.1705,                 1.6882,                 1.8577,                0.92346,                0.92784,                0.95012,                0.77137,                0.81118,                0.89727,                 1.3617,              0.0005546,              0.0005546,              0.0005546
                    149,                0.99106,                 1.3896,                 1.6209,                0.92903,                0.90722,                0.94747,                0.78124,                0.80619,                0.92674,                 1.3776,              0.0005447,              0.0005447,              0.0005447
                    150,                 0.9302,                0.90968,                 1.6746,                0.93479,                 0.8866,                0.95103,                0.80833,                0.76454,                0.90683,                 1.3807,              0.0005348,              0.0005348,              0.0005348
                    151,                0.90653,                0.79201,                  1.553,                0.91986,                0.94667,                0.95606,                0.81905,                0.67132,                0.81243,                 1.3527,              0.0005249,              0.0005249,              0.0005249
                    152,                0.97347,                0.89596,                 1.5932,                 0.9478,                0.94845,                0.98086,                0.82229,                0.68688,                0.74916,                 1.3507,               0.000515,               0.000515,               0.000515
                    153,                 0.9039,                0.85487,                 1.5831,                0.95785,                0.94845,                 0.9829,                0.81941,                0.71933,                 0.7292,                 1.3597,              0.0005051,              0.0005051,              0.0005051
                    154,                0.92379,                0.79895,                 1.5276,                0.96743,                0.91879,                0.97398,                0.79711,                0.78731,                0.73722,                 1.4023,              0.0004952,              0.0004952,              0.0004952
                    155,                0.87062,                0.84339,                 1.4992,                 0.9102,                0.94046,                0.96431,                0.81585,                0.70863,                0.72127,                 1.3424,              0.0004853,              0.0004853,              0.0004853
                    156,                0.92159,                0.82572,                 1.5351,                0.93926,                0.95645,                0.96621,                0.84511,                0.66221,                0.72196,                 1.2991,              0.0004754,              0.0004754,              0.0004754
                    157,                 1.1186,                0.96006,                 1.8175,                0.95238,                0.94845,                0.97238,                0.85248,                0.63733,                0.72254,                 1.2845,              0.0004655,              0.0004655,              0.0004655
                    158,                0.78501,                 0.7762,                 1.4328,                 0.9616,                0.94845,                0.98239,                0.86606,                0.62123,                0.71339,                 1.2714,              0.0004556,              0.0004556,              0.0004556
                    159,                0.86842,                0.79738,                 1.5238,                0.97892,                0.95768,                 0.9874,                0.86539,                0.68097,                0.70897,                 1.3229,              0.0004457,              0.0004457,              0.0004457
                    160,                0.85479,                0.80528,                 1.4575,                0.96722,                0.94845,                0.97767,                0.84735,                0.79334,                 0.7617,                  1.414,              0.0004358,              0.0004358,              0.0004358
                    161,                0.95048,                0.79454,                 1.5454,                0.92738,                0.92163,                0.96851,                 0.8137,                0.85341,                0.83771,                 1.4748,              0.0004259,              0.0004259,              0.0004259
                    162,                0.92024,                0.77618,                 1.5116,                 0.8426,                 0.9382,                0.95147,                0.77192,                 0.9174,                0.86998,                 1.5156,               0.000416,               0.000416,               0.000416
                    163,                 1.1057,                 1.1298,                 1.7681,                0.84333,                0.91753,                0.93796,                 0.7642,                0.93291,                0.83357,                 1.5233,              0.0004061,              0.0004061,              0.0004061
                    164,                0.92565,                0.78842,                 1.5214,                0.92461,                0.90722,                0.96777,                0.80667,                0.82513,                0.72855,                 1.4258,              0.0003962,              0.0003962,              0.0003962
                    165,                0.80732,                0.69821,                 1.4805,                 0.9525,                0.90722,                0.97372,                 0.8167,                0.79673,                0.71181,                 1.4053,              0.0003863,              0.0003863,              0.0003863
                    166,                0.90689,                 1.0902,                 1.5954,                0.91901,                0.94845,                0.97541,                0.83907,                0.67306,                 0.7998,                 1.3336,              0.0003764,              0.0003764,              0.0003764
                    167,                 1.1232,                 1.1277,                 1.7047,                 0.9351,                0.95876,                0.97956,                0.85045,                 0.6486,                 0.9967,                 1.3375,              0.0003665,              0.0003665,              0.0003665
                    168,                0.78746,                0.73715,                   1.43,                0.93751,                0.95876,                0.98182,                0.84129,                0.67779,                0.65561,                 1.3077,              0.0003566,              0.0003566,              0.0003566
                    169,                0.75729,                0.69099,                  1.432,                0.93896,                0.95876,                0.98202,                0.83087,                0.71979,                0.66133,                 1.3268,              0.0003467,              0.0003467,              0.0003467
                    170,                0.81206,                0.70379,                 1.4394,                0.89504,                0.96703,                 0.9697,                0.80387,                0.77813,                0.72778,                 1.3673,              0.0003368,              0.0003368,              0.0003368
                    171,                0.87138,                0.73332,                 1.4993,                0.87984,                0.94845,                0.96185,                0.80929,                0.69625,                0.71138,                 1.3128,              0.0003269,              0.0003269,              0.0003269
                    172,                0.97528,                0.76412,                 1.6619,                0.93512,                0.93814,                0.97588,                0.82468,                0.62151,                0.64733,                 1.2749,               0.000317,               0.000317,               0.000317
                    173,                0.85613,                0.74047,                 1.6142,                0.94026,                0.94845,                0.98429,                0.84156,                0.60235,                0.62728,                 1.2732,              0.0003071,              0.0003071,              0.0003071
                    174,                0.83739,                0.68422,                 1.4458,                0.93896,                0.98969,                0.98948,                0.86022,                0.56455,                 0.6152,                 1.2632,              0.0002972,              0.0002972,              0.0002972
                    175,                0.79539,                0.89182,                 1.4695,                0.96824,                0.94287,                0.99089,                0.86817,                0.55758,                0.60815,                 1.2384,              0.0002873,              0.0002873,              0.0002873
                    176,                0.84362,                0.76376,                 1.4444,                0.94003,                0.96957,                0.99022,                0.87438,                 0.5837,                0.62197,                 1.2319,              0.0002774,              0.0002774,              0.0002774
                    177,                0.82234,                0.86459,                 1.4157,                0.98893,                0.92102,                0.98692,                0.86772,                0.59968,                0.62942,                  1.237,              0.0002675,              0.0002675,              0.0002675
                    178,                0.89341,                0.88733,                   1.51,                0.96243,                0.91753,                0.98465,                0.86814,                 0.5979,                0.63215,                 1.2291,              0.0002576,              0.0002576,              0.0002576
                    179,                0.72572,                 0.6596,                 1.3983,                0.91663,                0.94845,                0.98076,                0.87361,                0.56528,                0.61918,                 1.2114,              0.0002477,              0.0002477,              0.0002477
                    180,                0.95504,                0.96391,                 1.5526,                 0.9211,                0.96291,                0.98137,                0.88394,                0.54621,                 0.5979,                 1.2081,              0.0002378,              0.0002378,              0.0002378
                    181,                 1.0461,                0.98935,                 1.9607,                0.93856,                0.94486,                0.98186,                0.88135,                0.54123,                 0.5911,                 1.2023,              0.0002279,              0.0002279,              0.0002279
                    182,                 1.0169,                 0.9077,                 1.5983,                0.93317,                0.96907,                0.98584,                0.88232,                 0.5331,                0.57397,                 1.1884,               0.000218,               0.000218,               0.000218
                    183,                0.76966,                0.73374,                 1.4246,                0.94938,                0.96682,                0.98754,                0.87332,                0.52826,                0.58207,                 1.1764,              0.0002081,              0.0002081,              0.0002081
                    184,                0.84334,                0.66266,                 1.4068,                0.94286,                0.97938,                0.99057,                0.88427,                0.51907,                0.58152,                 1.1646,              0.0001982,              0.0001982,              0.0001982
                    185,                0.84319,                0.76235,                 1.5829,                0.95344,                0.95876,                0.98969,                0.88475,                0.51621,                0.59866,                 1.1623,              0.0001883,              0.0001883,              0.0001883
                    186,                0.74562,                0.64556,                 1.3559,                0.94082,                0.98969,                0.99013,                0.87855,                0.52973,                0.62203,                 1.1686,              0.0001784,              0.0001784,              0.0001784
                    187,                0.80989,                0.82696,                 1.4822,                0.95032,                0.98603,                0.99121,                0.87399,                0.56228,                0.61978,                 1.1831,              0.0001685,              0.0001685,              0.0001685
                    188,                0.84854,                 1.0218,                 1.5637,                0.93859,                      1,                0.99269,                0.87848,                0.57789,                0.61391,                 1.1868,              0.0001586,              0.0001586,              0.0001586
                    189,                0.82665,                0.72253,                 1.4756,                0.94102,                      1,                0.99263,                0.87652,                0.57663,                0.60867,                 1.1878,              0.0001487,              0.0001487,              0.0001487
                    190,                0.74828,                0.72827,                 1.4114,                0.95888,                0.96172,                0.99183,                0.87826,                0.57346,                0.60606,                 1.1853,              0.0001388,              0.0001388,              0.0001388
                    191,                0.87297,                 1.2373,                 1.6931,                0.95195,                0.94845,                0.98515,                0.87275,                0.57407,                0.62616,                 1.1899,              0.0001289,              0.0001289,              0.0001289
                    192,                0.78727,                 1.2132,                 1.6271,                0.93948,                0.94845,                0.98139,                0.87672,                0.55829,                0.61394,                 1.1782,               0.000119,               0.000119,               0.000119
                    193,                0.68648,                0.92051,                 1.5974,                0.92993,                0.95772,                0.98136,                0.87099,                0.55028,                 0.6059,                 1.1764,              0.0001091,              0.0001091,              0.0001091
                    194,                0.70465,                 1.2057,                 1.7524,                0.94721,                0.93814,                0.98374,                 0.8748,                0.53245,                0.57981,                 1.1659,               9.92e-05,               9.92e-05,               9.92e-05
                    195,                0.77276,                 1.3377,                 1.6646,                0.94896,                0.95846,                0.98678,                 0.8811,                0.52034,                0.55034,                 1.1529,               8.93e-05,               8.93e-05,               8.93e-05
                    196,                0.54617,                0.59635,                 1.3086,                0.94723,                0.96907,                0.98481,                 0.8781,                0.51345,                0.54418,                 1.1399,               7.94e-05,               7.94e-05,               7.94e-05
                    197,                0.53193,                 0.5716,                 1.4356,                0.94988,                0.97699,                0.98507,                0.88154,                0.51062,                0.54056,                 1.1393,               6.95e-05,               6.95e-05,               6.95e-05
                    198,                0.75492,                 1.3122,                 1.6037,                0.95577,                0.97938,                0.98878,                0.88824,                 0.4999,                0.52749,                 1.1351,               5.96e-05,               5.96e-05,               5.96e-05
                    199,                0.55182,                0.66866,                 1.4855,                0.95043,                0.98828,                0.99083,                0.89423,                0.49823,                0.52751,                 1.1277,               4.97e-05,               4.97e-05,               4.97e-05
                    200,                0.70614,                0.60027,                 1.5187,                0.95042,                 0.9882,                0.99124,                0.89395,                0.49981,                0.53544,                 1.1205,               3.98e-05,               3.98e-05,               3.98e-05
